Species,ID,Family2,Order2,Avibase.ID2,MODERN,HISTORICAL,BARB_H,BARB_M,BARB_EXT,BARB_NEW,POP_BARB,SAGU_H,SAGU_M,SAGU_EXT,SAGU_NEW,POP_SAGU,TOCHE_H,TOCHE_M,TOCHE_EXT,TOCHE_NEW,POP_TOCHE,HON_H,HON_M,HON_EXT,HON_NEW,POP_HON,FLOR_H,FLOR_M,FLOR_EXT,FLOR_NEW,POP_FLOR,FUSA_H,FUSA_M,FUSA_EXT,FUSA_NEW,POP_FUSA,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Previo_nombre
Pygochelidon cyanoleuca,631,Hirundinidae,Passeriformes,AVIBASE-DFFD116E,101,3,0,13,,1,B,1,29,,,C,2,38,,,C,,,,,,,,,,,0,21,,1,B,24,9,11,4,4,8.6,4.1,3.6,2.2,10.1,92.3,44.4,48.8,47.6,48.8,9.7,Dunning,NA,NO,NA,NA,Human Modified,3,2,Carnivore,Invertivore,Aerial,
Pyriglena leuconota,632,Thamnophilidae,Passeriformes,AVIBASE-83A1319F,2,15,,,,,,15,2,,,C,,,,,,,,,,,,,,,,,,,,,30,14,16,0,7,19.8,11.4,4.4,6,28.9,76,6.6,69.9,8.6,72.8,32.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Pyrilia haematotis,633,Psittacidae,Psittaciformes,AVIBASE-B197D2D1,0,1,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,2,4,25.7,19,10.4,18.1,16.2,152.2,54.5,99.2,35.4,70.4,149,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,
Pyrilia pulchra,634,Psittacidae,Psittaciformes,AVIBASE-4FD2C88E,2,4,4,2,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,0,3,27,20,10.8,19.5,17.3,152.4,54.7,95.3,36.5,68,150,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Pyrocephalus rubinus,635,Tyrannidae,Passeriformes,AVIBASE-1456993D,0,2,,,,,,,,,,,,,,,,1,0,1,,A,1,0,1,,A,,,,,,29,10,19,0,8,14.4,9.7,5.4,4,16.7,74.3,16.7,57.7,22.4,57.6,14.4,Dunning,NA,NO,NA,NA,Woodland,3,3,Carnivore,Invertivore,Insessorial,
Pyroderus scutatus,636,Cotingidae,Passeriformes,AVIBASE-50B7979C,0,2,,,,,,2,0,1,,A,,,,,,,,,,,,,,,,,,,,,9,3,5,1,4,42.5,26.3,13.8,15.5,38,231,41,183.8,18.2,152.2,357,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Frugivore,Insessorial,
Pyrrhomyias cinnamomeus,637,Tyrannidae,Passeriformes,AVIBASE-370FEC50,74,20,,,,,,12,13,,,C,2,41,,,C,,,,,,,,,,,6,20,,,C,33,5,23,5,4,13.6,7,5,3.1,12.8,69.9,15.8,53.8,22.7,61.3,9.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Pyrrhura calliptera,638,Psittacidae,Psittaciformes,AVIBASE-4F34A55C,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,,A,4,1,2,1,4,24.6,18.2,11.6,19.1,12.8,134.5,52.7,81.8,39.2,112.2,75,Inferred,NA,YES,Body Mass,Pyrrhura rupicola,Forest,1,1,Herbivore,Frugivore,Insessorial,
Pyrrhura melanura,639,Psittacidae,Psittaciformes,AVIBASE-EE73418A,2,6,3,0,1,,A,3,2,,,C,,,,,,,,,,,,,,,,,,,,,19,6,8,5,7,20.5,16.2,10.5,18.5,13.3,128.1,50.6,73.5,40.8,113.4,70.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Querula purpurata,640,Cotingidae,Passeriformes,AVIBASE-183649E5,44,14,8,44,,,C,,,,,,,,,,,,,,,,6,0,1,,A,,,,,,14,7,7,0,4,28.8,19.5,12.5,9.7,24.3,178.2,31.7,148.7,17.6,117.6,107.4,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Frugivore,Insessorial,
Ramphastos ambiguus,641,Ramphastidae,Piciformes,AVIBASE-7C99DFAB,18,10,4,18,,,C,5,0,1,,A,,,,,,,,,,,,,,,,1,0,1,,A,8,2,3,3,8,155,150.4,38.2,51.7,50.6,223.9,22.9,201,10.1,162.2,651.7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Frugivore,Insessorial,
Ramphastos brevis,642,Ramphastidae,Piciformes,AVIBASE-D332D1C1,25,0,0,25,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1,4,126.4,120.4,32.9,42.6,44.3,196.2,28.1,168.1,14.3,140.2,412,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Ramphastos tucanus,643,Ramphastidae,Piciformes,AVIBASE-04EDD122,1,6,,,,,,,,,,,,,,,,,,,,,6,1,,,C,,,,,,21,11,9,1,14,169.1,164.1,38.1,51.7,52.5,237,34.7,201.2,14.7,156.8,659.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Ramphocaenus melanurus,644,Polioptilidae,Passeriformes,AVIBASE-32BF3F02,3,0,,,,,,,,,,,,,,,,0,3,,1,B,,,,,,,,,,,22,5,10,7,5,24.3,16.8,2.8,2.9,21.8,50.2,3.8,42.8,8.1,41.5,9.7,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Ramphocelus carbo,645,Thraupidae,Passeriformes,AVIBASE-EF01FD76,97,12,,,,,,,,,,,,,,,,,,,,,12,97,,,C,,,,,,29,11,14,4,4,18.3,11.8,7.4,7.9,21.6,78.1,12.4,66.1,15.8,79.9,25.9,Dunning,NA,NO,NA,NA,Human Modified,2,1,Omnivore,Omnivore,Insessorial,
Ramphocelus dimidiatus,646,Thraupidae,Passeriformes,AVIBASE-32121D98,41,7,,,,,,6,11,,,C,,,,,,1,30,,,C,,,,,,,,,,,24,13,10,1,7,16.8,11.8,6.6,7.7,21.5,76.2,12.3,64.4,16,71.3,28,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,
Ramphocelus flammigerus,647,Thraupidae,Passeriformes,AVIBASE-BCF7B722,54,6,6,54,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,20,6,13,1,12,18.9,13.1,8.1,8.3,25,86,12.9,71.6,15.2,71.4,33,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Frugivore,Insessorial,
Ramphocelus nigrogularis,648,Thraupidae,Passeriformes,AVIBASE-73179694,2,5,,,,,,,,,,,,,,,,,,,,,5,2,,,C,,,,,,8,4,4,0,4,20,13.6,6.9,8.2,20.4,84.6,13.8,70.8,16.3,77,31,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,
Ramphomicron microrhynchum,649,Trochilidae,Caprimulgiformes,AVIBASE-B2CD184B,1,6,,,,,,,,,,,3,1,,,C,,,,,,,,,,,3,0,1,,A,7,1,6,0,4,11.1,6.7,1.3,1.2,6.1,51,31.3,19.1,62,42.3,3.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Ramphotrigon megacephalum,650,Tyrannidae,Passeriformes,AVIBASE-3955CDE6,1,0,,,,,,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,5,2,2,1,4,14,8.3,5.6,4.1,15.8,59,8.6,50.4,14.6,55.6,14.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Rhynchocyclus fulvipectus,651,Tyrannidae,Passeriformes,AVIBASE-B8F480C4,0,2,,,,,,1,0,1,,A,,,,,,,,,,,,,,,,1,0,1,,A,9,2,4,3,4,16.5,9,8.3,5.1,18.9,77.2,11.6,65.9,15.1,70.2,23.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Rhynchocyclus olivaceus,652,Tyrannidae,Passeriformes,AVIBASE-DF0D4F47,5,4,,,,,,,,,,,,,,,,,,,,,4,5,,,C,,,,,,22,6,7,9,4,16.6,10,8.9,5.7,18,73.9,10.7,60.1,15.2,64.1,21.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Rhynchocyclus pacificus,653,Tyrannidae,Passeriformes,AVIBASE-BD2E79A9,5,2,2,5,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,0,4,19.4,10,9.2,5.7,18.6,78.6,12.2,66.4,15.7,66.2,25,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Rhynchortyx cinctus,654,Odontophoridae,Galliformes,AVIBASE-8A792FFC,2,2,2,2,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,0,4,15.5,9.9,7.9,11.1,31.6,110.2,39.6,69.7,36.2,45.6,150,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,
Rhytipterna holerythra,655,Tyrannidae,Passeriformes,AVIBASE-229BCEE1,1,0,0,1,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,21,10,11,0,4,22.7,13.5,7.1,6.3,23.6,103.1,16.9,85.4,16.5,92.6,36.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Rhytipterna simplex,656,Tyrannidae,Passeriformes,AVIBASE-DB5BFD24,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,28,13,14,1,4,22.7,13.5,7.1,6.4,21.3,96.8,16,79.5,16.8,95.3,31.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Riparia riparia,657,Hirundinidae,Passeriformes,AVIBASE-94A1C447,3,0,0,3,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,26,8,17,1,4,9.4,5,3.7,2.5,10.5,101.8,54,47.9,53,47.2,12.7,Dunning,NA,NO,NA,NA,Riverine,3,3,Carnivore,Invertivore,Aerial,
Rupicola peruvianus,658,Cotingidae,Passeriformes,AVIBASE-33440684,2,81,,,,,,81,2,,,C,,,,,,,,,,,,,,,,,,,,,14,5,8,1,6,31,15.4,8.8,12.4,36.7,183.5,21.7,162.2,11.6,120.3,242.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Rupornis magnirostris,659,Accipitridae,Accipitriformes,AVIBASE-C39CC0F2,72,3,0,10,,1,B,1,16,,,C,0,13,,1,B,0,9,,1,B,2,21,,,C,0,3,,1,B,35,16,13,6,4,26.4,17.4,10.4,13.4,61.5,220.9,64.9,164.6,28,159.1,269,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,
Saltator atripennis,660,Thraupidae,Passeriformes,AVIBASE-A51E5593,2,6,1,0,1,,A,,,,,,0,2,,1,B,,,,,,,,,,,5,0,1,,A,11,3,4,4,4,21.5,13.9,9.2,11,24.2,102.5,12.9,87.8,12.8,99,55,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,
Saltator coerulescens,661,Thraupidae,Passeriformes,AVIBASE-6D75BBB8,5,4,,,,,,,,,,,,,,,,0,2,,1,B,4,3,,,C,,,,,,17,8,9,0,4,22.3,13.9,8.8,11,26.8,100.7,14.6,86.2,14.5,95.5,54.9,Dunning,NA,NO,NA,NA,Human Modified,2,1,Herbivore,Omnivore,Insessorial,
Saltator grossus,662,Thraupidae,Passeriformes,AVIBASE-1D797D4D,4,10,10,4,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,6,0,4,21.4,14.1,10.3,13.7,23.7,96.1,17.9,78.6,18.6,87.4,44.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,
