Species;ID;Family2;Order2;Avibase.ID2;MODERN;HISTORICAL;MIR_H_corr;MIR_M;MIR_M_LOST;MIR_EXT;MIR_EXT_1_2;MIR_NEW;POP_MIR;BARB_H_corr;BARB_M;BARB_M_LOST;BARB_EXT;BARB_EXT_1_2;BARB_NEW;POP_BARB;POP_BARB_SOLO_EXT;SAGU_H_corr;SAGU_M;SAGU_M_LOST;SAGU_EXT;SAGU_EXT_1_2;SAGU_NEW;POP_SAGU;TOCHE_H_corr;TOCHE_M;TOCHE_M_LOST;TOCHE_EXT;TOCHE_EXT_1_2;TOCHE_NEW;POP_TOCHE;HON_H_corr;HON_M;HON_M_LOST;HON_EXT;HON_EXT_1_2;HON_NEW;POP_HON;FLOR_H_corr;FLOR_M;FLOR_M_LOST;FLOR_EXT;FLOR_EXT_1_2;FLOR_NEW;POP_FLOR;FUSA_H_corr;FUSA_M;FUSA_M_LOST;FUSA_EXT;FUSA_EXT_1_2;FUSA_NEW;POP_FUSA;Total.individuals;Female;Male;Unknown;Complete.measures;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand.Wing.Index;Tail.Length;Mass;Mass.Source;Mass.Refs.Other;Inference;Traits.inferred;Reference.species;Habitat;Habitat.Density;Migration;Trophic.Level;Trophic.Niche;Primary.Lifestyle;EXTINCT;Extinct shared
Arremon aurantiirostris;43;Passerellidae;Passeriformes;AVIBASE-DDB56D82;32;4;;;;;;;;3;5;5;;;;C;C;;;;;;;;;;;;;;;1;27;27;;;;C;;;;;;;;;;;;;;;33;6;22;5;9;16;10.9;6.6;8.5;25.5;72.7;8.3;65.1;11.3;66.4;34.5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Omnivore;Insessorial;0;0
Arremon brunneinucha;44;Passerellidae;Passeriformes;AVIBASE-5A24AF5E;44;19;11;7;7;;;;C;;;;;;;;;4;17;17;;;;C;0;9;;;;1;B;;;;;;;;;;;;;;;4;11;11;;;;C;50;6;22;22;5;19.5;11.8;6.1;7.4;28.8;80.8;7.5;74.9;9.1;84.7;44;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Invertivore;Generalist;0;0
Arremon torquatus;45;Passerellidae;Passeriformes;AVIBASE-C6494962;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;3;3;21;7;18.9;10.7;6.1;7.2;32.2;80.5;7.8;72.8;9.8;85.7;42;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Omnivore;Generalist;0;0
Arremonops conirostris;46;Passerellidae;Passeriformes;AVIBASE-BF9F34F5;20;11;0;1;;;;1;B;4;0;;1;1;;A;A;;;;;;;;;;;;;;;7;8;8;;;;C;0;11;;;;1;B;;;;;;;;20;7;11;2;8;18;11.7;6.2;8.5;28.1;73.7;6.3;70.1;8.2;67.6;35.9;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Omnivore;Terrestrial;1;1
Asemospiza obscura;47;Thraupidae;Passeriformes;AVIBASE-E83C7E46;11;0;0;11;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;2;5;4;4;10.4;5.4;4.8;5.8;17.3;52.4;7.9;46;14.7;42.3;11.2;Dunning;NA;NO;NA;NA;Shrubland;2;2;Herbivore;Granivore;Terrestrial;0;0
Asio stygius;48;Strigidae;Strigiformes;AVIBASE-C1EAF183;0;1;;;;;;;;;;;;;;;;;;;;;;;1;0;;2;1;;A;;;;;;;;;;;;;;;;;;;;;;6;0;5;1;4;41.8;20.3;9.9;17.1;42.5;326.8;132.9;186.1;41.6;173.7;565;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Vertivore;Insessorial;1;1
Asthenes fuliginosa;49;Furnariidae;Passeriformes;AVIBASE-92EDD5BE;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;2;1;;A;13;2;6;5;4;13.9;9;2.9;3.4;23.8;58;7.3;50.8;12.6;106.2;18.3;Dunning;NA;NO;NA;NA;Grassland;2;1;Carnivore;Invertivore;Insessorial;1;1
Atalotriccus pilaris;50;Tyrannidae;Passeriformes;AVIBASE-CD3601B0;11;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;11;11;;;;C;;;;;;;;;;;;;;;4;0;2;2;4;13.6;6.3;3.4;2.6;15.4;41.2;3.6;37.6;8.8;33.4;6.8;Dunning;NA;NO;NA;NA;Woodland;2;1;Carnivore;Invertivore;Insessorial;0;0
Atlapetes albinucha;51;Passerellidae;Passeriformes;AVIBASE-BED7D8CC;16;15;2;10;10;;;;C;;;;;;;;;6;1;1;;;;C;1;4;4;;;;C;;;;;;;;;;;;;;;6;1;1;3;;;C;14;2;5;7;4;17.2;10.6;6.6;8;27;73.3;7.2;69.2;9.5;83.7;33.8;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Omnivore;Generalist;0;0
Atlapetes albofrenatus;52;Passerellidae;Passeriformes;AVIBASE-3D4BB93D;14;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;14;14;;;;C;4;1;0;3;4;15.7;9.5;5.3;6.7;26.4;72;9.4;62.5;13.1;78;30;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Omnivore;Insessorial;0;0
Atlapetes flaviceps;53;Passerellidae;Passeriformes;AVIBASE-19C9112F;10;2;;;;;;;;;;;;;;;;;;;;;;;2;10;10;;;;C;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;1;14.1;8.3;4.3;6.8;24.4;71;8;63;11.3;61;33.7;EltonTraits_Model;NA;NO;NA;NA;Forest;2;1;Herbivore;Omnivore;Insessorial;0;0
Atlapetes fuscoolivaceus;54;Passerellidae;Passeriformes;AVIBASE-313A1403;24;8;;;;;;;;;;;;;;;;8;24;24;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;0;2;15.5;8.9;5.1;6.7;26.9;71.5;9.4;62.1;13.1;78.5;32.5;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Omnivore;Insessorial;0;0
Atlapetes pallidinucha;55;Passerellidae;Passeriformes;AVIBASE-B4E51F83;22;7;;;;;;;;;;;;;;;;;;;;;;;2;6;6;;;;C;;;;;;;;;;;;;;;5;16;16;;;;C;8;2;4;2;4;16.5;9.3;5.4;7.2;29.4;77.6;9.3;68.2;12;78.8;34.6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Omnivore;Insessorial;0;0
Atlapetes schistaceus;56;Passerellidae;Passeriformes;AVIBASE-8B1FBB86;39;19;;;;;;;;;;;;;;;;;;;;;;;11;28;28;;;;C;;;;;;;;;;;;;;;8;11;11;;;;C;16;4;2;10;4;14;8.5;5.1;6.3;24.8;75.7;9.5;66.5;12.5;83.9;28;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Omnivore;Insessorial;0;0
Atticora fasciata;57;Hirundinidae;Passeriformes;AVIBASE-DA652FA1;29;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;29;29;;;;C;;;;;;;;9;4;4;1;4;9.6;5.2;3.6;2.4;10.4;97.7;47.6;49.5;49;64.1;13;Dunning;NA;NO;NA;NA;Riverine;2;1;Carnivore;Invertivore;Aerial;0;0
Attila cinnamomeus;58;Tyrannidae;Passeriformes;AVIBASE-A6AB77CA;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;;;;1;B;;;;;;;;5;2;3;0;4;22.7;14.4;6.8;6.2;22.7;87.2;7.8;78.2;9;81.2;38.8;Dunning;NA;NO;NA;NA;Forest;3;1;Carnivore;Invertivore;Insessorial;0;0
Attila spadiceus;59;Tyrannidae;Passeriformes;AVIBASE-BA09A296;38;0;;;;;;;;0;13;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;0;25;;;;1;B;;;;;;;;27;9;9;9;9;22.3;15.8;7.3;6.5;24.9;85.6;12.3;70.9;14.8;67.8;39.1;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Aulacorhynchus albivitta;60;Ramphastidae;Piciformes;AVIBASE-8E12984D;40;15;6;1;1;3;;;C;;;;;;;;;3;10;10;;;;C;0;15;;;;1;B;;;;;;;;;;;;;;;6;14;14;;;;C;36;10;18;8;15;67.4;58.9;21.3;23.5;31.3;123.9;15.6;107.8;12.6;120;195;Updated_literature;Dunning (2021);NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Aulacorhynchus haematopygus;61;Ramphastidae;Piciformes;AVIBASE-23DB8356;4;0;0;4;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;4;5;4;5;94;88.3;22.8;28.2;35.7;134.5;20.7;117.7;15;155;194.4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Automolus infuscatus;62;Furnariidae;Passeriformes;AVIBASE-70B85047;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;;1;1;;A;;;;;;;;27;5;13;9;4;24;14.4;4.8;6.5;22.5;90.8;17.8;73.6;19.4;73.5;32.9;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Automolus ochrolaemus;63;Furnariidae;Passeriformes;AVIBASE-CC56B1E8;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;C;;;;;;;;;;;;;;;43;7;14;22;14;22.5;15;4.8;6.3;23.5;87.3;15.2;72;17.5;75.3;40.2;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Automolus subulatus;64;Furnariidae;Passeriformes;AVIBASE-4F8D6D4C;3;10;;;;;;;;9;3;3;;;;C;C;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;;A;;;;;;;;34;3;23;8;8;25.6;15.7;4.6;5.8;20.1;80.4;15.2;65.6;19;69.3;28.8;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Baryphthengus martii;65;Momotidae;Coraciiformes;AVIBASE-435AB47D;13;19;;;;;;;;12;12;12;;;;C;C;;;;;;;;;;;;;;;2;0;;2;1;;A;5;1;1;;;;C;;;;;;;;22;10;5;7;7;49.3;33.5;11.7;14;32.6;150.7;24.3;126.6;16.1;250.8;165;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Omnivore;Insessorial;1;1
Basileuterus culicivorus;66;Parulidae;Passeriformes;AVIBASE-E15EEACD;11;1;1;11;11;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;9;30;29;8;12.1;7.6;4.2;3.9;18.9;58.5;9;49.2;15.4;53.7;10.5;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Basileuterus rufifrons;67;Parulidae;Passeriformes;AVIBASE-AC24B6B5;29;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;29;;;;1;B;;;;;;;;1;0;;1;1;;A;13;5;7;1;4;12.6;7.2;3.9;4;20.1;51.1;5.7;44.6;11.3;61.8;10.4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Carnivore;Invertivore;Insessorial;1;1
Basileuterus tristriatus;68;Parulidae;Passeriformes;AVIBASE-72362014;31;23;9;5;5;;;;C;;;;;;;;;11;21;21;;;;C;;;;;;;;;;;;;;;;;;;;;;3;5;5;;;;C;38;14;12;12;6;14.4;7.4;3.9;3.8;20.4;61.3;8.3;52.7;13.6;56.5;12;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Berlepschia rikeri;69;Furnariidae;Passeriformes;AVIBASE-EFEDF665;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;11;2;6;3;4;25;19.6;4.8;6.3;21;96.1;30.4;65.5;31.7;77.7;37;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Boissonneaua flavescens;70;Trochilidae;Caprimulgiformes;AVIBASE-8DA07483;18;8;;;;;;;;;;;;;;;;0;12;;;;1;B;4;2;2;;;;C;;;;;;;;;;;;;;;4;4;4;;;;C;19;4;7;8;4;20.9;16.4;2.7;2.4;6.4;75.2;46.3;29.2;61.3;48.4;8.2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Insessorial;0;0
Brachygalba lugubris;71;Galbulidae;Galbuliformes;AVIBASE-8B22F11F;1;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;1;3;;;C;;;;;;;;5;2;3;0;4;47.7;40;4.9;5.3;9.1;68.4;16.8;51.5;24.6;50;15.9;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Brotogeris jugularis;72;Psittacidae;Psittaciformes;AVIBASE-C360AA2F;66;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;66;66;;;;C;;;;;;;;;;;;;;;7;2;4;1;5;21.1;16.1;9.2;14.8;12.1;110.7;46.4;64.3;42;66.2;63.2;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Omnivore;Insessorial;0;0
Bubulcus ibis;73;Ardeidae;Pelecaniformes;AVIBASE-6CCDAC53;44;0;0;2;;;;1;B;;;;;;;;;0;14;;;;1;B;0;10;;;;1;B;;;;;;;;0;2;;;;1;B;0;16;;;;1;B;14;7;7;0;10;63.3;43.5;8.6;11.5;76.8;244.4;73;171.2;29.9;90.9;366;Dunning;NA;NO;NA;NA;Human Modified;3;2;Carnivore;Omnivore;Terrestrial;0;0
Bucco capensis;74;Bucconidae;Galbuliformes;AVIBASE-6D419BE7;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;2;1;;A;;;;;;;;6;4;2;0;4;34.5;22;11.3;12.8;17.4;86.7;17.2;68.5;19.9;57;54;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Bucco macrodactylus;75;Bucconidae;Galbuliformes;AVIBASE-C22326DF;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;;1;1;;A;;;;;;;;4;2;1;1;4;26.5;19.4;8.8;9.5;12.5;65;11.4;53.5;17.6;56.2;25;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Buteo brachyurus;76;Accipitridae;Accipitriformes;AVIBASE-81463CC0;1;0;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;4;0;4;31.1;17;10.4;14.9;53.8;307.6;90;213.3;29.7;171;496;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Vertivore;Aerial;0;0
Buteo nitidus;77;Accipitridae;Accipitriformes;AVIBASE-4ECE179D;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;;;;1;B;0;3;;;;1;B;;;;;;;;10;3;7;0;2;30.3;18.5;11.2;15.3;64.6;247.3;71.9;189.5;27.5;170.6;519;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Vertivore;Insessorial;0;0
Buteo platypterus;78;Accipitridae;Accipitriformes;AVIBASE-79F3C681;3;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;;;C;0;1;;;;1;B;;;;;;;;1;1;1;;;;C;13;6;7;0;4;28.3;17.8;11.1;14.4;53.4;277.7;103.7;177.4;36.9;178.8;453.7;Dunning;NA;NO;NA;NA;Forest;2;3;Carnivore;Vertivore;Insessorial;0;0
Buthraupis montana;79;Thraupidae;Passeriformes;AVIBASE-B2725161;41;5;;;;;;;;;;;;;;;;;;;;;;;2;40;40;;;;C;;;;;;;;;;;;;;;3;1;1;;;;C;30;7;7;16;17;22.1;12;7.6;9.8;32.4;128.7;28;100.8;21.7;90.4;87.1;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Invertivore;Insessorial;0;0
Butorides striata;80;Ardeidae;Pelecaniformes;AVIBASE-36DF115B;13;6;;;;;;;;2;1;1;;;;C;C;1;1;1;3;;;C;0;1;;;;1;B;1;5;5;;;;C;2;5;5;;;;C;;;;;;;;15;5;6;4;9;70.3;52.5;9.2;11.3;47;173.9;51.1;127;28.7;63.7;201.5;Dunning;NA;NO;NA;NA;Wetland;3;1;Carnivore;Aquatic predator;Terrestrial;0;0
Cacicus cela;81;Icteridae;Passeriformes;AVIBASE-EC71EBAC;28;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;28;28;;;;C;;;;;;;;14;5;8;1;5;33.6;23.9;8.3;11.8;29.7;145.2;39.5;102.9;27.5;98.6;85.5;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Omnivore;Insessorial;0;0
Cacicus chrysonotus;82;Icteridae;Passeriformes;AVIBASE-4663E94B;18;9;;;;;;;;;;;;;;;;;;;;;;;9;18;18;;;;C;;;;;;;;;;;;;;;;;;;;;;20;8;9;3;9;29;20.3;6.8;9.6;31.7;143.2;26.3;116.8;18.3;128.7;79.5;Updated_literature;BoW;NO;NA;NA;Forest;1;1;Omnivore;Invertivore;Insessorial;0;0
Cacicus haemorrhous;83;Icteridae;Passeriformes;AVIBASE-020E6199;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;1;1;;A;;;;;;;;8;4;4;0;4;34;23.3;8.5;11.4;29.8;161.8;41.2;120.6;25;101.1;83.7;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Cacicus solitarius;84;Icteridae;Passeriformes;AVIBASE-FF72F24A;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;;;;1;B;;;;;;;;5;3;2;0;4;32.1;24.5;7;11.3;29;118.1;13.3;107.2;11;110.4;79.8;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Cacicus uropygialis;85;Icteridae;Passeriformes;AVIBASE-73399D4E;16;7;;;;;;;;6;16;16;;;;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;;A;19;7;7;5;11;30.7;19.2;7;9.1;29.5;135.9;30.2;105;22.4;104.6;61.2;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Invertivore;Insessorial;1;1
Campephilus gayaquilensis;86;Picidae;Piciformes;AVIBASE-D0DF9B45;2;0;;;;;;;;0;2;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;1;0;4;46.3;35.2;12.3;12.1;32.2;178.2;39.1;139.1;22;122.2;241.2;Dunning;NA;NO;NA;NA;Woodland;1;1;Carnivore;Invertivore;Insessorial;0;0
Campephilus haematogaster;87;Picidae;Piciformes;AVIBASE-11F627E8;0;1;;;;;;;;1;0;;1;1;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;5;0;7;47.6;37;11.9;11.9;34.5;181.4;27.2;152.8;15.1;110.1;237;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Campephilus melanoleucos;88;Picidae;Piciformes;AVIBASE-E34138C6;5;4;1;1;1;3;;;C;;;;;;;;;2;1;1;3;;;C;;;;;;;;0;1;;;;1;B;1;2;2;;;;C;;;;;;;;14;6;8;0;6;45.6;34.5;12.2;12.5;32.8;184;40.7;144.8;21.9;119.4;256;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Campephilus pollens;89;Picidae;Piciformes;AVIBASE-7AD8B036;3;2;;;;;;;;;;;;;;;;0;1;;;;1;B;1;1;1;3;;;C;;;;;;;;;;;;;;;1;1;1;3;;;C;11;5;6;0;4;49.4;35.9;11.8;11.3;30.4;174.6;28.5;145.9;16.4;127.5;187.9;Updated_live.sample;Live sample (field data);NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Campephilus rubricollis;90;Picidae;Piciformes;AVIBASE-D7602D52;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;;A;;;;;;;;11;4;7;0;4;46.3;35.2;10.7;11.7;35;179.1;31.9;146.2;17.9;123.4;210.7;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Camptostoma obsoletum;91;Tyrannidae;Passeriformes;AVIBASE-FE36D76B;23;2;2;2;2;;;;C;0;5;;;;1;B;B;0;4;;;;1;B;0;1;;;;1;B;0;3;;;;1;B;0;8;;;;1;B;;;;;;;;37;10;16;11;15;9.8;5.8;3.2;3.1;13.9;52.3;8.7;43.6;16.5;40.9;8.1;Dunning;NA;NO;NA;NA;Shrubland;2;1;Carnivore;Invertivore;Insessorial;0;0
Campylopterus falcatus;92;Trochilidae;Caprimulgiformes;AVIBASE-D6C1978F;1;1;;;;;;;;;;;;;;;;1;1;1;3;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;2;4;27;20.8;2.3;2;6;65.2;39.9;25.3;61.2;40.5;7.2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Campylopterus largipennis;93;Trochilidae;Caprimulgiformes;AVIBASE-6EF5884B;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;;;C;;;;;;;;10;3;5;2;8;30.2;24;2.7;2.9;5.6;72.3;44;28.1;61.1;47;8.3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Campylorhamphus pusillus;94;Furnariidae;Passeriformes;AVIBASE-D285B68F;3;5;2;1;1;;;;C;1;0;;1;1;;A;A;0;1;;;;1;B;;;;;;;;;;;;;;;1;0;;1;1;;A;1;1;1;;;;C;15;4;8;3;4;55;49.2;4.2;5.7;20.8;95.6;15.5;80;16.2;95;40.5;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;2
Campylorhamphus trochilirostris;95;Furnariidae;Passeriformes;AVIBASE-D5961A8E;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;42;8;27;7;10;60.7;56;4.4;5.5;21.5;98.5;14.9;84.6;15.1;91.9;40.8;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Campylorhynchus turdinus;96;Troglodytidae;Passeriformes;AVIBASE-49145364;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;1;3;;;C;;;;;;;;5;2;3;0;4;25.1;15.9;4.1;4.9;26.7;85.4;11.1;75.1;12.9;86.6;32.6;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Campylorhynchus zonatus;97;Troglodytidae;Passeriformes;AVIBASE-DA03B16F;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;7;;;;C;;;;;;;;;;;;;;;5;2;3;0;4;24;14.4;3.9;4.6;25.1;78.4;9.7;67.3;12.6;82;34.6;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Cantorchilus leucopogon;98;Troglodytidae;Passeriformes;AVIBASE-6CD673F3;23;0;;;;;;;;0;23;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;6;0;3;18;11.8;3.8;3.8;19.2;54.9;6.2;47.5;11.5;40;19.1;EltonTraits_GenAvg;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Cantorchilus leucotis;99;Troglodytidae;Passeriformes;AVIBASE-DF6E7F1C;43;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;5;;;;C;0;38;;;;1;B;;;;;;;;15;4;7;4;5;18.8;12.4;3.5;3.8;22;62.1;7.6;54.8;12.2;48.1;19.4;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Cantorchilus nigricapillus;100;Troglodytidae;Passeriformes;AVIBASE-8F45CD3F;14;8;;;;;;;;8;11;11;;;;C;C;;;;;;;;;;;;;;;0;3;;;;1;B;;;;;;;;;;;;;;;38;15;17;6;4;19.2;12.8;4.2;4.3;24.9;65.8;6.3;58.2;9.8;54.3;23.9;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Capito auratus;101;Capitonidae;Piciformes;AVIBASE-6F0D3DCD;24;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;24;24;;;;C;;;;;;;;10;5;5;0;4;26.2;16;7;10.4;22.6;84.3;15.5;68.9;18.4;54;57.4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Capito aurovirens;102;Capitonidae;Piciformes;AVIBASE-0E2B41D8;5;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;5;;;;C;;;;;;;;4;2;1;1;4;21.9;15.3;6.6;9.6;22.1;82.8;6.9;75.9;8.3;69.2;56.2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Capito quinticolor;103;Capitonidae;Piciformes;AVIBASE-D05AA6D7;10;1;;;;;;;;1;10;10;;;;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;0;4;21.4;16.4;8.8;10.7;22.1;78.3;16.5;62;21;42.5;60;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Capito squamatus;104;Capitonidae;Piciformes;AVIBASE-5A6490E2;7;0;;;;;;;;0;7;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;1;4;22.9;16.2;8.3;10.4;22.4;81.9;15.8;66;19.4;56.8;59.3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Capsiempis flaveola;105;Tyrannidae;Passeriformes;AVIBASE-C4D2BEC1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;13;5;6;2;4;10.8;6.3;4;3.1;16;49;6.1;41;12.9;48.5;7.7;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Caracara plancus;106;Falconidae;Falconiformes;AVIBASE-CFED276F;13;0;;;;;;;;;;;;;;;;;;;;;;;0;11;;;;1;B;;;;;;;;0;2;;;;1;B;;;;;;;;36;13;13;10;11;44.6;30.3;14.5;23.7;81.9;380;101.7;276.8;26.7;205.7;1078.6;Dunning;NA;NO;NA;NA;Shrubland;3;1;Omnivore;Omnivore;Terrestrial;0;0
Cardellina canadensis;107;Parulidae;Passeriformes;AVIBASE-F2D675AF;13;5;;;;;;;;;;;;;;;;2;1;1;3;;;C;;;;;;;;0;10;;;;1;B;;;;;;;;3;2;2;;;;C;51;15;24;12;4;13;7.2;4;3.6;19.2;62.5;16.5;47.3;25.9;52.7;10;Dunning;NA;NO;NA;NA;Forest;1;3;Carnivore;Invertivore;Insessorial;0;0
